,x1,y1,z1,x2,y2,z2,x3,y3,z3,class,index.1
428,0.05,-12.7,-3.28,-68.4,-250.14,4.0,8.79,0.2,3.46,bunny,
429,-0.24,-13.8,-3.48,-99.64,-233.38,-6.75,8.57,-0.04,3.79,bunny,
430,-0.64,-13.48,-3.69,-94.31,-212.14,-1.18,8.47,-0.4,3.86,bunny,
431,-1.94,-12.5,-4.0,-99.66,-166.86,-38.46,8.69,-1.26,4.02,bunny,
432,-1.35,-11.53,-3.85,-102.69,-165.98,-41.69,8.44,-1.52,4.08,bunny,
433,-0.79,-11.01,-3.55,-118.82,-138.8,-45.13,8.04,-2.21,4.16,bunny,
434,-0.62,-10.72,-3.68,-107.9,-116.43,-51.5,7.92,-2.0,4.33,bunny,
435,0.17,-9.18,-3.39,-114.35,-117.84,-53.88,7.73,-3.03,3.72,bunny,
436,0.13,-8.97,-3.85,-107.69,-116.24,-38.12,7.89,-2.68,3.59,bunny,
437,-1.25,-8.07,-5.07,-104.76,-110.16,-18.83,7.83,-2.03,3.28,bunny,
438,-2.21,-7.61,-6.16,-104.58,-102.79,-11.79,7.7,-2.5,2.83,bunny,
439,-6.1,-7.49,-10.63,-51.43,-32.18,-35.59,8.27,-2.08,3.06,bunny,
440,-6.08,-7.38,-11.02,0.05,-1.4,-87.51,8.33,-2.08,3.33,bunny,
441,-0.63,-8.83,-5.45,183.77,10.85,-193.98,9.0,-2.82,3.52,bunny,
442,0.61,-7.18,-1.98,250.13,-24.19,-188.32,8.72,-2.7,3.94,bunny,
443,3.08,-0.13,5.3,250.13,-83.25,-175.36,8.31,-2.75,4.27,bunny,
444,5.99,-2.06,7.8,227.55,-38.94,-164.42,8.47,-3.17,3.59,bunny,
445,5.46,-4.35,6.55,-81.98,-57.06,91.1,7.65,-2.15,3.5,bunny,
446,2.15,-5.64,4.16,-165.29,-53.73,105.64,8.0,-0.52,3.04,bunny,
447,-5.77,-8.55,-8.31,-134.67,56.85,103.66,8.78,-2.51,3.4,bunny,
448,-6.42,-8.44,-13.14,-195.77,-1.25,27.89,8.47,-2.27,3.25,bunny,
449,-5.83,-10.15,-13.71,-115.83,-4.44,27.82,8.51,-2.06,2.94,bunny,
450,-6.2,-8.89,-14.99,-62.07,-24.37,18.03,8.81,-1.91,2.85,bunny,
451,-8.16,-7.57,-14.5,12.93,-20.64,21.29,9.01,-1.74,2.76,bunny,
452,-7.93,-7.19,-14.46,40.05,31.27,-21.88,8.94,-1.6,2.68,bunny,
453,-6.57,-8.77,-12.49,170.21,73.63,-68.9,8.97,-1.61,2.91,bunny,
454,-5.27,-9.66,-10.85,226.28,98.45,-130.75,8.89,-1.68,2.93,bunny,
455,-0.47,-1.1,1.53,250.13,-1.03,-219.3,8.85,-1.81,3.32,bunny,
456,2.23,-0.45,4.78,250.13,23.08,-190.29,8.85,-1.74,3.59,bunny,
457,5.61,-1.35,7.43,76.77,35.62,26.35,8.34,-1.85,3.24,bunny,
458,4.51,-2.35,7.14,6.85,46.86,41.27,8.15,-1.92,3.2,bunny,
459,2.69,-4.09,5.44,-23.37,46.44,51.79,8.23,-1.96,3.05,bunny,
460,1.13,-5.19,3.78,-30.34,20.47,58.02,8.57,-2.07,3.11,bunny,
461,0.29,-6.89,1.96,-48.68,-51.89,56.12,9.04,-2.28,2.88,bunny,
