,x1,y1,z1,x2,y2,z2,x3,y3,z3,class,index.1
250,19.62,10.63,0.73,-121.77,-226.73,-65.46,9.69,-0.87,-3.52,handmoter,
251,19.62,-4.98,-11.03,250.13,-55.51,242.32,9.26,-0.39,-4.57,handmoter,
252,19.62,2.24,-14.31,70.8,-150.15,165.73,8.68,0.35,-5.94,handmoter,
253,19.62,3.97,9.65,119.56,-250.14,250.13,8.8,1.41,-5.85,handmoter,
254,4.47,-7.32,-12.53,-250.14,18.34,223.58,8.61,0.1,-4.46,handmoter,
255,-2.2,5.35,4.02,-44.37,250.13,231.66,8.91,0.63,-5.25,handmoter,
256,-4.12,0.97,3.52,-110.92,201.58,194.69,8.61,3.25,-5.05,handmoter,
257,-3.42,1.8,5.13,48.21,-52.56,217.61,8.81,5.79,-7.36,handmoter,
258,-5.29,3.28,5.25,-30.76,8.2,160.53,7.94,6.39,-6.99,handmoter,
259,-9.14,5.42,4.22,-130.83,22.69,84.47,7.77,5.75,-6.91,handmoter,
260,-6.81,18.09,-2.25,-115.56,-64.35,-62.0,8.37,-5.24,-6.92,handmoter,
261,-2.47,19.62,-5.49,-3.59,-24.52,-66.57,8.2,-3.2,-5.24,handmoter,
262,5.02,19.62,-17.82,-111.49,23.2,-150.49,7.62,-2.05,-4.66,handmoter,
263,9.12,19.62,-18.78,-125.44,-6.66,-172.73,7.79,-1.51,-4.25,handmoter,
264,14.78,11.71,-14.6,249.67,-58.76,-157.24,8.01,-3.87,-4.71,handmoter,
265,19.62,16.06,-19.62,250.13,250.13,-250.14,8.51,-2.28,-5.11,handmoter,
266,13.98,-5.64,-19.39,250.13,-47.31,72.99,8.94,-1.27,-6.38,handmoter,
267,19.62,-1.78,-19.62,14.18,-179.37,-151.51,8.7,-1.22,-7.39,handmoter,
268,19.62,-2.88,-12.58,139.62,-45.85,-136.8,8.62,-1.11,-6.39,handmoter,
269,19.62,-3.7,-8.25,250.13,1.77,21.5,8.37,-1.06,-6.72,handmoter,
